Sentence,Sentiment_Num,,,,
"삼성전자, 중국  최대 가전전시회서 89형 마이크로 LED 공개",1,,,,
"D램 시장 ‘DDR5 레이스’ 시작됐다… 선공은 SK하이닉스, 삼성전자는 ‘반격’ 준비",1,,,,
‘철강’ 포스코의 대변신… ‘배터리 소재’ 강자 우뚝,2,,,,
"인니 니켈도 확보…포스코, 2차전지 소재 삼각벨트 완성",2,,,,
"포스코홀딩스, 인니에 국내 기업 첫 ‘이차전지용 니켈 공장’ 건설…전기차 100만대분",1,,,,
"포스코홀딩스, 인니서 이차전지용 니켈 생산한다…전기차 100만대분",2,,,,
"포스코, 미래사업 점찍은 ‘배터리’ 공격적 투자",1,,,,
"포스코홀딩스, '직장 내 괴롭힘' 논란 임원에도 상여금 줬다",0,,,,
"포스코, 용광로에서 배터리로…니켈·음극재 확보에 2조원대 투자",1,,,,
배터리소재 역사 쓰는 포스코..포항·인니에 2.3조 동시 투자,1,,,,
포스코 ‘직장 갑질’ 임원 징계 대신 해외출장,0,,,,
2차전지 열풍에 용광로보다 뜨거워진 포스코,2,,,,
"에코프로 대기업집단 진입…포스코, 재계 서열 5위로",2,,,,
"포스코홀딩스, 이차전지 원료 해외 생산",2,,,,
" 포스코홀딩스 ""철강부문 국내외 이익 흑자전환""",2,,,,
‘직장 내 괴롭힘’ 묵인했다…논란의 ‘포스코홀딩스’ ,0,,,,
포스코홀딩스 1분기 영업익 7천47억원…전분기 대비 흑자전환,2,,,,
"포스코홀딩스, 한 분기 만에 흑자전환...주당 1만원 기본배당도",2,,,,
포스코에 밀려 재계 6위로…롯데 “자존심 상하네” ,0,,,,
"포스코홀딩스, 1분기 영업익 7047억 원…전년비 69.6% 감소",0,,,,
포스코홀딩스 1분기 영업익 7천47억원…작년 동기 대비 69.6%감소,0,,,,
"침수쇼크 벗은 포스코홀딩스, 배터리 소재 투자 가속화",1,,,,
"포스코홀딩스, 올해 1분기 실적 발표...철강 부분 '흑자 전환'",2,,,,
"포스코홀딩스, 2023년 1분기 실적…매출 19조3819억원",1,,,,
"롯데 재계순위, 포스코에 밀렸다…이젠 에코프로도 대기업",1,,,,
"포스코홀딩스, '직장 내 괴롭힘' 알고도 묵인 의혹",0,,,,
"KB증권  ""포스코홀딩스, 2차전지가 밸류 상승 요인…목표가 46만원""",2,,,,
"포스코홀딩스, 1분기 영업이익 7047억원 '흑자전환'",2,,,,
"포스코, 13년 만에 '재계 5위' 입성…이유 알고보니?",2,,,,
" 포스코, 회사는 승승장구 회장은 패싱",0,,,,
최정우 포스코홀딩스 회장,1,,,,
포스코홀딩스 1분기 영업익 7천억…전분기 대비 흑자 전환,2,,,,
"롯데, 포스코에 밀려 재계 6위…LX·에코프로 대기업집단 진입",1,,,,
"포스코홀딩스 ""배터리 소재·광물사업, IRA 악영향 없어""",1,,,,
" 포스코, 포항산단에 전구체 공장 짓는다",1,,,,
제2의 에코프로?'…한달간 포스코홀딩스에 개미돈 3조 몰렸다,2,,,,
포스코홀딩스 1분기 영업익 7047억원…전년비 69.6% 감소,1,,,,
"포스코그룹, 미래기술연구원 포항에 문을 열다",1,,,,
 친환경 소재가 날개 달아줬다...포스코홀딩스 1분기 영업이익 흑자로 돌아서,2,,,,
"포스코, 광양에 4.4조 투자…배터리 소재·수소공장 신설",1,,,,
쿠팡·에코프로 뜨고 두나무 졌다… 포스코 13년만에 5대 그룹 진입,2,,,,
"포스코홀딩스, 1분기 영업익 7047억원… 1개 분기 만에 흑자 전환",2,,,,
"포스코홀딩스 ""철강 판매량, 2분기 완전 정상화…올해 실적 전년 이상""",2,,,,
‘제2 에코프로’ 된 포스코…포스코홀딩스에 개미 돈 3조 몰려,2,,,,
"포스코홀딩스 ""철강사업 실적 회복, 2분기 더 빨라 져""",2,,,,
"포스코 성폭력에 직장 내 괴롭힘, 패싱논란까지… 최정우 리더십은 없다",0,,,,
"포스코홀딩스, 1분기 영업익 7000억… 전년대비 70% 감소",0,,,,
"달리는 포스코홀딩스, 지금 잡아타도 될까 ",2,,,,
"‘목표가 상향’ 포스코홀딩스, ‘핫’한 덴 다 이유가 있다는데…",2,,,,
"포스코, 양극재 수직계열화 완성도 높아진다 ",2,,,,
이차전지' 날개 단 포스코.. 5대 그룹 시총 200조 증가,2,,,,
포스코그룹주식 급락…공매도 물량 급증,0,,,,
롯데가 포스코에 밀려 재계 6위로 떨어진 이유는,1,,,,
"포스코, 철강·리튬 부산물로 도자기 소재 개발",1,,,,
"롯데, 포스코에 밀려 재계 5위에서 6위로",0,,,,
진격의 포스코…13년만에 재계 자산순위 5위 탈환,2,,,,
"포스코홀딩스, 1분기 영업익 전년비 69.6% 감소…주가는 급등",1,,,,
직장 내 괴롭힘' 논란 임원에도 '수천만원 상여금' 준 포스코홀딩스,0,,,,
"포스코홀딩스, 1분기 영업이익 7047억…전년비 69.6% 감소",0,,,,
"93조 수주한 포스코퓨처엠, 역대최대 채용 보따리 푼다",2,,,,
포스코그룹 영업익 7047억 '흑자전환',2,,,,
포스코홀딩스 1분기 영업이익 7천억…주당 1만원 기본 배당도,2,,,,
"포스코홀딩스, 2023년 1분기 실적발표",1,,,,
포스코홀딩스 '괴롭힘' 신고된 임원 뒤늦게 대기발령,0,,,,
"포스코, 인니에서 니켈 소재 직접 생산한다…그룹 배터리 벨류체인 강화",2,,,,
포스코홀딩스 1분기 영업익 7047억,1,,,,
"포스코그룹 회장, '직장 괴롭힘' 임원 징계 대신 해외출장 동행",0,,,,
"포스코홀딩스, 한분기만에 흑자전환…'기본배당 도입'",2,,,,
"포스코퓨처엠, 포항에 1조7000억원 투자…전구체음극재 공장 짓는다",1,,,,
포스코에도 밀린 롯데… 재계 순위 6위로 하락,0,,,,
포스코홀딩스 1분기 영업익 7047억…전분기 대비 흑자전환,2,,,,
"포스코홀딩스, 1분기 영업익 7047억…철강 '밀고' 소재 '끌고'",2,,,,
LX·에코프로 대기업집단 진입…포스코-롯데 재계순위 맞바꿔,2,,,,
"포스코, 롯데 제치고 재계순위 5위로… 첫 외국인 총수 등장",2,,,,
`직장 괴롭힘` 임원 징계는커녕… 해외출장 대동한 최정우 포스코 회장,0,,,,
" 포스코퓨처엠, 대규모 수주에 투자 확대까지…매수 1위",2,,,,
포스코퓨처엠 1.7조 투자…포항에 니켈·음극재 공장,1,,,,
" ""헤쳐모여""…포스코 '배터리 소재社' 광양에 총집결한다",1,,,,
"포스코, 13년 만에 재계 순위 5위로…쿠팡, 3년째 총수 지정 안돼 논란",2,,,,
"포스코, 롯데 누르고 재계 5위…LX·에코프로 대기업집단 진입",2,,,,
직장 내 괴롭힘' 논란 임원 해외출장 동행시킨 포스코 회장,0,,,,
주주도 애널도 생소한 포스코의 '기본배당',1,,,,
"포스코홀딩스, 1분기 영업이익 7047억원…“1분기만에 흑자 전환”",2,,,,
"태풍 피해 극복한 포스코, 친환경 소재 등에 업고 흑자 됐다",2,,,,
흑자전환'한 포스코…윤석열 방미 '패싱' 논란에도 재계 5위 가치 증명,2,,,,
"더 커진 쿠팡, 시들해진 두나무… 포스코, 롯데 제치고 재계 5위로",2,,,,
롯데 재계서열 6위로 내려앉아…포스코는 5위로 도약,2,,,,
"포스코홀딩스 ""실적개선, 올 2분기 이후 더 빨라진다""",2,,,,
"에코프로 대기업집단 첫 진입...포스코, 롯데 누르고 재계 5위로",2,,,,
"포스코, '직장 괴롭힘' 임원에 징계 대신 회장 출장 동행",0,,,,
포스코 노사 임단협 난항 예상…13% 인상 vs 경기 급락,0,,,,
" 1분기 만에 적자 탈출 포스코·현대제철, 실적 턴어라운드 가속",2,,,,
"포스코, 재계 5위로 올라서…'전체 공시집단 76에서 82개'",2,,,,
"‘흑자 전환’ 포스코홀딩스, ESG경영 박차…“2026년 전기로 철강 생산”",2,,,,
"포스코홀딩스, 1분기 영업이익 7천47억…69.6% 감소",0,,,,
"포스코홀딩스, 1분기 영업이익 7000억 원…흑자전환 성공",2,,,,
" 최정우 포스코 회장, 외면과 불통의 리더십",0,,,,
"포스코플로우, 전남 광양에 철도 운송기지 건설 추진",1,,,,
 외국인·기관 매도 폭격에 포스코그룹주 30% 급락,0,,,,
"포스코 최정우 회장, `직장 괴롭힘` 임원 징계 대신 해외출장 동행 논란",0,,,,
4개월 새 시총 33조 ‘쑥’…2차전지 밸류체인 완성 포스코그룹 날았다,2,,,,
"포스코노조 2023년 임단협 출정식 ""포스코를 다시 위대하게""",1,,,,
대기업 진입한 에코프로…자산 5위에 오른 포스코,2,,,,
"‘배터리’ 에코프로, 대기업 됐다… 포스코는 재계 5위로 올라",2,,,,
"포스코 13년만에 재계 5위로…쿠팡, 총수 없는 기업 지위 유지",2,,,,
" 포스코, 광양에 리튬·양극재 공장 짓는다",1,,,,
"에코프로, 대기업집단 지정…포스코, 롯데 누르고 재계 5위로",2,,,,
"포스코그룹, 광양 동호안에 4.4조 투자…""이차전지 소재 메카로""",1,,,,
"포스코홀딩스, 2025년까지 주당 1만원 ‘기본배당’",1,,,,
"포스코홀딩스, 올 1분기 흑자전환",2,,,,
“서울 사는 직원들도 내려와라” 지자체 요구에 난감한 포스코,0,,,,
"포스코홀딩스, 그룹 R&D 콘트롤타워 개소",1,,,,
"포스코, 5대그룹 우뚝…자산기준 삼성 SK 현대차 LG 순",2,,,,
포스코를 다시 위대하게' 포스코노조 올해 임단협 출정식 28일 개최,1,,,,
"포스코홀딩스, 1분기 영업익 7000억원···전년 대비 70% 감소",0,,,,
포스코 미래기술연구원 개원…AI·이차전지 등 미래사업 연구,1,,,,
"포스코홀딩스, 2023년 1분기 잠정실적 발표",1,,,,
"포스코홀딩스, 1분기 영업익 7000억원… 전년비교  70% 감소",0,,,,
포스코 미래기술연구원 개원…AI·이차전지 등 미래사업 연구,1,,,,
"포스코홀딩스, 1분기 영업익 0.7조…전년비 69.9%감소",0,,,,
LX‧에코프로 우리도 '대기업'... 포스코 5위‧롯데 6위 재계 순위 바뀌어,2,,,,
"포스코, 롯데 제치고 자산 5위...대기업집단 계열사 3천 개 넘어",2,,,,
"""에코프로 다음은 너다""…개미 몰리는 포스코 그룹주식 ",2,,,,
"포스코퓨처엠, 포항에 전구체·음극재공장 짓는다",1,,,,
"포스코홀딩스, 1분기 영업익 7000억원…흑자전환",2,,,,
“사업 연구로 지역 상생”…포스코 미래기술연구원 개원,1,,,,
"포스코퓨처엠, 포항에 1.7조 들여 전구체·음극재 공장 짓는다",1,,,,
포스코홀딩스 흑자전환 1분기 영업이익 7천억,2,,,,
"포스코그룹, 포항에 전구체 공장 추진…배터리 소재 밸류체인 완성 ",2,,,,
"포스코, 일본 혼다 '전기차 심장·부품' 책임진다",2,,,,
"포스코홀딩스, 1분기 영업익 7천억…흑자 전환",2,,,,
포스코그룹 연구개발의 핵심 ‘미래기술연구원’ 본원 개원,1,,,,
2차전지 광풍' 다음 타자는 포스코?... 포스코퓨처엠 8% 급등,2,,,,
"포스코홀딩스, 미래기술연구원 포항 본원 개소",1,,,,
"포스코그룹 시총 63조, 카카오 제쳤다",2,,,,
"포스코홀딩스, 1분기 영업익 7000억…전 분기 대비 흑자 전환",2,,,,
"고병철 포스텍 홀딩스 투자대표, 그의 무기는 솔직함과 명확함이다 ",1,,,,
 외국인 꽂힌 한국 지주사…SK스퀘어·포스코·LG 順,2,,,,
"포항·광양에 10조원 투자…포스코, 지역 상생 나선 이유",1,,,,
"포스코퓨처엠, POSCO홀딩스와 연계로 2차전지 경쟁력증가-메리츠",2,,,,
포스코홀딩스 미래기술연구원 본원,1,,,,
포스코홀딩스 미래기술연구원 개원식,1,,,,
"포스코이앤씨, 친환경 미래 신성장 선도기업으로 도약",2,,,,
"포스코홀딩스, 경북 포항에 미래기술연구원 본원 개소",1,,,,
포항 이전하니 광양이?…포스코홀딩스 난감한 이유,0,,,,
"포스코, 제철소 땅을 '2차전지 메카'로…일자리 연 9000개 만든다",2,,,,
"포스코홀딩스, 1분기 영업익 7천억 전년비 69.6%감소",0,,,,
"포스코홀딩스, 1분기 연결기준 매출 19조 4000억·영업이익 7000억",1,,,,
"""하한가 나비효과?"" 2차전지주식 무더기 하락…포스코·에코프로 휘청",0,,,,
"2차전지에 뜨거워진 포스코, 올해 시총 22조원증가…""카카오도 제쳤다""",2,,,,
포스코 미래기술연구원 개소…초대 원장에 김지용 CTO,1,,,,
포스코그룹 R&D 컨트롤타워 미래기술硏 본원 포항에 오픈,1,,,,
에코프로 열기 포스코로…그룹주식 용광로 달구는 뜨거운 ‘BULL’ ,2,,,,
"포스코홀딩스 미래기술연구원 포항본원 가동…""글로벌 컨트롤타워 역할""",1,,,,
‘탈포항 논란 일단락’ 포스코 미래기술연구원 포항에 둥지,1,,,,
"""R&D 컨트롤타워""…포스코홀딩스, 미래기술연구원 포항 본원 개소",1,,,,
"포스코홀딩스, 1분기 영업익 7000억원…전년비 69.6%감소",0,,,,
"포스코, 포항에 AI·이차전지 연구할 미래기술연구원 개원",1,,,,
" 포스코홀딩스, 판매믹스 개선 효과 t당 4만6000원",2,,,,
"광양시의회, 거리에서 '포스코는 상생하라' 촉구",0,,,,
포스코홀딩스 미래기술연구원 파이팅',1,,,,
포스코홀딩스 1분기 영업이익 7천억…전년 동기 70% 감소,0,,,,
포스코홀딩스 미래기술연구원 힘찬 출발,1,,,,
" 포스코홀딩스 ""IRA 대응 북미지역 리튬 원광 투자 모색""",1,,,,
" 포스코홀딩스 ""미국  IRA 양음극재 구성물질 분류로 투자 유연성 확대""",1,,,,
"포스코홀딩스, 미래기술연구원 포항 본원 개소",1,,,,
"2차전지 날개 단 포스코, 올해 그룹 시총 22조원증가…카카오 추월",2,,,,
에코프로 가고 포스코 온다?…증권가 전망은,2,,,,
"""제2의 에코프로?"" 불개미군단, 포스코그룹주에 '몰빵'",2,,,,
포스코홀딩스 미래기술연구원 본원 힘찬 출발,1,,,,
포스코홀딩스 미래기술연구원 포항본원 개원식,1,,,,
"포스코홀딩스, 포항에 미래기술연구원 개소…R＆D 컨트롤 타워",1,,,,
모습 드러낸 '포스코홀딩스 미래기술연구원 본원',1,,,,
"덜 오른 포스코그룹주 찾기…스틸리온, 16%대 급등",2,,,,
김지용 포스코홀딩스 미래기술연구원장 '힘찬 출발',1,,,,
"포스코그룹·혼다, 전기차 분야 포괄적 협력체계 구축",2,,,,
" 개미 집중 매수에…포스코홀딩스, 장 초반 강세",2,,,,
인사말하는 김지용 포스코홀딩스 미래기술연구원장,1,,,,
"이차전지 아닌데? '포스코' 세 글자에 '활활'…증권가는 ""조심해라""",0,,,,
"포스코그룹, 포스코아메리카 고문과 글로벌 현안 및 전략 논의",1,,,,
"포스코홀딩스, 미래기술연구원 포항 본원 문 열어",1,,,,
" 최정우 포스코 회장, 포항과 '불통'",0,,,,
"포스코홀딩스, 1분기 영업익 7000억원..전년 대비 69.6% 감소",0,,,,
"포스코그룹, 거점 국립대와 ‘기업시민 경영’ 정규 과목 개설",2,,,,
"포스코, 경영진 스톡그랜트 도입 논란",0,,,,
포스코 미래기술연구원 포항 본원 개소…지역·기업 상생 기대,1,,,,
2차전지 이어 철강까지 뜨거워져 … 포스코 '과열주의보',2,,,,
"NH증권  ""POSCO홀딩스, 철강 생산 정상화로 흑자""",2,,,,
‘이차전지 열풍’ 이번엔 포스코그룹주식로… 카카오 제쳤다,2,,,,
" 포스코 광양 투자에 땅친 포항 ""광양 반만큼이라도 했다면…""",0,,,,
"포스코그룹, 2차전지로 '화려한 부활'… 올해 시총 33조 뛰었다",2,,,,
" 포스코홀딩스 ""아르헨 리튬염호, 계약기간 없는 취득 자산…로열티 3.5%""",1,,,,
"포스코그룹-혼다, 철강사업 신뢰 기반으로 '이차전지'도 협력",2,,,,
"이차전지 대장' 에코프로, 10대 대기업집단 됐다…포스코도 우뚝",2,,,,
"POSCO홀딩스, 종합소재업체 전환 성공…목표가 48만원증가-대신",2,,,,
"""포스코 정비 자회사 설립 반대"" 광양 지역사회 요구 확산",0,,,,
2차전지 '검은 금요일'…에코프로·포스코·이브이 모두 '털썩',0,,,,
"카카오 시가총액 추월한 포스코, 2차전지로 올해 20조 증가",2,,,,
"9년 만에 매출 1조 넘었더니 주가 폭등?... 사명 바꾼 포스코DX, 올해 신사업 발굴 성공할까",2,,,,
포스코로 옮겨간 ‘2차전지 열풍’···개미들 한달새 3조 넘게 사들였다,2,,,,
포스코그룹주식 불기둥인데…포스코인터내셔널 주가는 ‘미생’ ,0,,,,
"포스코홀딩스, 혼다와 전기차 협력 강화…주가 7%증가",2,,,,
"포스코홀딩스 포항 `미래기술연구원` 개소…""그룹 R&D 총괄""",1,,,,
공매도 과열' 한달새 7번…포스코 그룹주식 과열 경고음,0,,,,
포스코는 상생하라'…피켓 들고 집회 나선 광양시의회,0,,,,
"포스코홀딩스, 1분기 영업이익 7천억원…지난해보다 70% 감소",0,,,,
"서스틴베스트 ""포스코홀딩스, KT&G 주주권 행사 관심""",1,,,,
포항 '포스코 모시기' 늦지 않았다…스스로 투자 매력 높여라,1,,,,
"개인 ""사자"" vs 외인 ""팔자""... 포스코홀딩스 힘겨루기, 누가 이길까",1,,,,
"포스코, 2차전지 바람에 카카오 제쳤다…그룹 시총 22조 원증가",2,,,,
"①""코인 도박판 재림?""…포스코·에코프로가 시총 지형 바꿨다",1,,,,
"포스코, 혼다와 동맹…전기차 밸류체인 강화",2,,,,
1년만에 시총 순위 요동…네카오 누른 LG화학·포스코홀딩스,2,,,,
"포스코홀딩스, 1분기 영업이익 7000억원...전년대비 70% 감소",0,,,,
"포스코, 혼다와 손 잡았다… 전기차 배터리 소재 등 기술 협력",2,,,,
"포항공대, 포스코그룹주식로 1.5조 '잭팟'",2,,,,
‘비상’ 외친 포스코 실적 안 좋은데 ‘스톡그랜트’ 논란,0,,,,
"포스코그룹, ‘강릉 산불 피해’ 재해 성금 20억원 출연",1,,,,
" 포스코홀딩스, 혼다와 '전기차 동맹' 소식에 8%증가",2,,,,
"포스코홀딩스, 리튬 사업 기대에 8% '급등'",2,,,,
"포스코, 탄소 배출량 감축 요구에 원론만 ‘되풀이’…“실망스럽다”",0,,,,
"최정우 포스코그룹 회장, 비건 전 미국  부장관 만나 IRA 논의",1,,,,
"포스코그룹, 스티븐 비건 전 미 국무부 부장관과 7대 핵심사업 전략 논의",1,,,,
" 포스코홀딩스, 일본  혼다와 전기차 협업 소식에 '급등'",2,,,,
"에코프로에서 포스코그룹주로 순환매?… 포스코퓨처엠 12.26증가, 포스코인터 14.34%증가 급등",2,,,,
"서스틴베스트 ""포스코홀딩스, KT&G 내년 주총 관심""",1,,,,
"포스코인터, 투자사 변신 원년…""전기차 흥행 잇는다"" ",2,,,,
2차전지 소재·중국발 훈풍...달아오르는 포스코그룹주식,2,,,,
"포스코 미래연구소 포항 본원 개소..이철우 ""영원한 영일만 친구""",1,,,,
"에코프로·포스코 이끄는 '2차 전지 광풍', 바이오 열풍 넘어서",2,,,,
" 포스코홀딩스, 일본  혼다와 '전기차 동맹'에 주가 강세",2,,,,
"포스코 창립 원로들 ""최정우 회장, 임기 보장보다 책임 통감이 우선""",0,,,,
포스코의 비애…주인 없는 기업은 서럽다,0,,,,
"포스코그룹, 혼다와 이차전지 소재 협력 강화…글로벌 전기차 시장 대응",2,,,,
최정우호 포스코 임원들이 돈 불리는 방법?...공짜 주식에 평가차익은 덤,0,,,,
2차전지 날개 단 포스코 그룹주식…포스코스틸리온 '上' ,2,,,,
"포스코홀딩스, 최정우 회장에 6.7억 규모 자사주 지급",0,,,,
2차전지 올라탄 포스코홀딩스 … 외국인 지분율은 급락,1,,,,
"""포스코홀딩스, 주가 급등 과도하다…투자의견 매수에서 중립""-교보",1,,,,
"포스코, 일본 혼다와 전기차 포괄적 협력체계 구축…“IRA·CRMA에도 공동대응 방안 검토”",2,,,,
"덜 오른 포스코그룹주 뭐 있나…스틸리온, 27%대 급등",2,,,,
“새로운 2차전지주식” 포스코에 개미들 투자 몰려,2,,,,
힌남노 침수 ‘실적 반토막’ 포스코… 회장 등 임원에만 100억 성과급,0,,,,
"""포스코홀딩스 10년 저평가 해소 중"" 장 초반 강세",2,,,,
"POSCO홀딩스, 전 사업 영업이익 증가로 흑전-NH",2,,,,
"포스코그룹, 혼다와 전기차 분야 포괄적 협력체계 구축키로",2,,,,
"잠수부 대신 수중 드론… 포스코, 스마트 기술로 중대 재해 ‘0′",2,,,,
"포항시 이어 광양시, ""포스코퓨처엠 본사 옮겨달라""",0,,,,
"에코프로 바통 받은 포스코…코스피, 상승폭 확대 시도",2,,,,
" 포스코홀딩스, 일본  혼다와 전기차 협력체계 구축에 강세",2,,,,
" 최정우 포스코 회장 | 55세 포스코, 이차전지 등 ‘다각화’",1,,,,
"최정우 포스코 회장, 비건 전 미국  부장관 만난다…IRA 대응 논의",1,,,,
"포스코홀딩스, 외국인·개인 힘겨루기… 누가 웃을까",1,,,,
포스코그룹 “광양에 4.4兆 투자”… 한국 총리 “규제 혁신으로 지원”,2,,,,
"외풍에 ‘위태위태’ 최정우 포스코 회장, 이번 임기 완주할까",1,,,,
외국인 지분율 44%로 쪼그라든 포스코홀딩스...개인 매수덕에 올 47% 급등,2,,,,
"포스코, 최정우 회장 등 임원만 100억원 챙겨 '뒷말' ",0,,,,
"포스코 '돈잔치' 후폭풍…'최정우 사단' 임원들, 누가 주식 받았나",0,,,,
"포스코·현대제철, 열연강판 5만원 인상…실적회복 '성큼'",2,,,,
"포스코그룹, 일본 혼다와 전기차 동맹..최정우 ""상호간 윈윈""",2,,,,
글로벌 철강 수요 뛴다...포스코·현대제철도 턴어라운드 기대,2,,,,
"코스피, 하락 전환한 2570선…'제2에코프로’ 기대감에 포스코그룹주식 상승",2,,,,
"최정우 포스코 회장, 상여금으로 자사주 1812주 받아…6.7억 상당",0,,,,
"""바쁘다 바빠"" 포스코의 비철강 드라이브",2,,,,
 또 지역갈등에 휘청이는 포스코…주인 없는 회사의 비애,0,,,,
"광양시의회, 포스코 지역 상생협력 방안 마련 촉구",1,,,,
"포스코홀딩스, 혼다와 전기차사업 협력 소식에 강세",2,,,,
"경북도, 포스코 체인지업 그라운드서 '디지털 지역혁신 포럼’ 열어",1,,,,
연 76% 성장 '실리콘 음극재'…LG·포스코·SK 앞다퉈 개발,2,,,,
"최정우 포스코 회장, 상여금으로 자사주 1812주 받아…7억 상당",0,,,,
"개인투자자 '원 픽' 포스코홀딩스, 장 초반 6%대 약세",0,,,,
" 포스코그룹주, 2차전지 열풍에 장 초반 나란히 신고가",2,,,,
흑자 전환 기대' 포스코홀딩스...신고가 경신,2,,,,
포스코 '임원 자사주 인센티브' 18년만에 다시 도입,1,,,,
포스코홀딩스 8%대 급등 왜?...리튬 사업 기대감에 포스코 실적 개선까지 ,2,,,,
" 포스코홀딩스, 일본 혼다와 전기차 협력 소식에 7%대 강세",2,,,,
"최정우 포스코 회장, 스티븐 비건 만난다…IRA 대응 논의",1,,,,
상반기 실적개선·2차전지 모멘텀…포스코홀딩스 주가 강세,2,,,,
"포스코홀딩스, 1Q 흑자전환 예상",2,,,,
2차전지 올라탄 포스코그룹주 질주…에코프로와 바통터치,2,,,,
에코프로 다음 타자 포스코주식?…개인 '무섭게 사들인다',2,,,,
기후연구단체 “포스코그룹 탄소중립 시기별 전략 부족”,0,,,,
"포스코홀딩스, 일본 혼다와 전기차 '동맹' 소식에 7%대증가",2,,,,
"""성난 민심 달랠까""…포스코, 포항 이어 광양 '배터리 메카' 추진 ",2,,,,
"비건 전 미국 국무부 부장관 ""포스코, 리튬·수소·전지소재 육성 목표 옳다""",2,,,,
 '혼다와 전기차 동맹' 포스코홀딩스 이틀 연속 순매수 1위,2,,,,
포스코그룹주식,1,,,,
식지 않는 용광로처럼…오늘도 불타는 포스코 그룹주식 ,2,,,,
"POSCO홀딩스, 혼다 '전기차 동맹'에 장초반 7~8%대 급등 ",2,,,,
"최정우 포스코 회장 리더십 흔들…'스톡그랜트' 논란, 자진사퇴 요구도",0,,,,
"최정우 포스코 회장, 6억7000만원 상당 주식 취득",1,,,,
"‘리튬’ 끌고 ‘철강’ 밀고…포스코홀딩스, ‘10년 저평가’ 묵은 체증 풀리나 ",2,,,,
"포스코이앤씨, '에너지 플랜트' 미래 먹거리로 점찍었다",1,,,,
포스코 미래기술연구원 20일 포항서 개원…미래 먹거리 찾는다,1,,,,
 현대차·기아·테슬라·포스코·포스코퓨처엠·아마존·MS·구글,1,,,,
"""고기능·저탄소 철강재 힘준다""..포스코·현대제철 연구개발비 늘려",2,,,,
혼다와 전기차 협력...POSCO홀딩스 급등,2,,,,
"포스코이앤씨, 수소·원자력 내세워 ‘에너지 플랜트’ 발돋움",2,,,,
포스코그룹주식,1,,,,
"교보증권  “포스코홀딩스, 주가 급등 과도… 투자의견 하향”",1,,,,
"광양시의회, 상생협력 외면하는 포스코 규탄…집회 계속 의지",0,,,,
"무서운 전기차 성장, ‘수소차 가속페달’서 발 떼는 현대차",1,,,,
"법원 ""현대차, 사내 하청노동자 불법 파견 인정돼""",0,,,,
현대차 야심작 37t 수소 전기트럭 한번 충전에 몇㎞ 달릴까,1,,,,
"현대차 '알박기 집회' 대책 권고 거부한 경찰…인권위 ""유감""",0,,,,
"현대차, 북미서 엑시언트 수소전기트럭 트랙터 첫선",1,,,,
"원하는 기능만 골라 적용… 현대차, EV9 탑재 ‘소프트웨어 신기술’ 공개",1,,,,
"SK·현대차·환경부 맞손, 통근차량 수소버스 전환사업 속도",1,,,,
"현대차-경총, '중대재해 예방 위험성평가 개선 추진단' 출범",1,,,,
"현대차·기아, 미국 서 친환경차·SUV 잘나가더니…'톱4' 예고",2,,,,
IRA 타격… 전기차 ‘글로벌 톱10’ 중 현대차만 판매 줄어,0,,,,
"현대차 정의선 회장, 미국서 한국전 참전용사 기념비 참배",1,,,,
현대차 미국 공장에 5G특화망 깐다…현대오토에버에 주파수 할당,2,,,,
삼성전자·SK하이닉스·현대차 등 7개 기업 통근버스 수소차로 전환…2026년 2천대,1,,,,
“현대차 고맙다” 전기차 시대 ‘포터 LPG’는 왜 20년 만에 등장할까요? ,1,,,,
"현장 위험 줄이는 현대차-경총, '중대재해 개선 추진단' 출범",1,,,,
"현대차·기아, 지난달 미국 판매 14만4874대… 전년 대비 15% 증가",2,,,,
"현대차, 4월 33만6212대 판매…1년 전보다 8.5% 증가",2,,,,
"현대차, 제7회 키즈 모터쇼 개최",1,,,,
"현대차, 미국 서 '37.2t 수소전기트럭' 공개…1회 충전 720㎞ 주행",1,,,,
 현대차 환골탈태 이제 시작이다,2,,,,
현대차·기아 4월 59만5736대 판매 순풍… 전년대비 8.4%증가,2,,,,
"현대차 SUV 5% 할인, 쉐보레는 신혼부부 50만원 지원",1,,,,
윤대통령 대통령 방미 성과 논란 속 브레이크 걸린 현대차,0,,,,
" SK이노 ""현대차와의 JV 투자금, 이미 반영됐다""",1,,,,
한번 충전으로 720㎞ 달린다… 현대차 37.2t 수소 트럭 공개,1,,,,
"현대차, 어린이 통학차량 무상점검 캠페인 실시",1,,,,
"현대차·기아, 4월 미국  판매 15% 안팎증가…친환경차·SUV 선전",2,,,,
"현대차 노사, 7년째 소외 아동 소원성취 지원금 후원",1,,,,
"현대차, 투어링카 대회 개막전서 우승·준우승 '싹쓸이'",1,,,,
‘한국판 버핏과의 점심’ 1호는 정의선 현대차 회장,1,,,,
현대차 'VH 어워드' 대상에 네팔 작가,1,,,,
"정의선 현대차 회장, 현대제철 당진 공장 방문…전기차 강재 기술 점검",1,,,,
"미국 서 혼다 제친 현대차, 도요타 맹추격...3년 새 격차는 '9만대에서 4만대' ",2,,,,
"현대차 노사, 울산지역 소외아동의 꿈 응원한다",1,,,,
"이창양 장관, 현대차가 인수한 보스턴 다이내믹스 방문",1,,,,
철밥통' 귀족노조 비판에도 현대차 노조 주기적인 생떼,0,,,,
